Order ID,Amount,Timestamp,Customer ID,Profile Type
ORD-2034,9999,2025-08-29T03:58:19.369Z,CUST-2,fraud
ORD-2035,20000,2025-09-25T03:58:19.369Z,CUST-6,fraud
ORD-2036,15000,2025-10-17T03:58:19.369Z,CUST-8,fraud
ORD-2037,12345,2025-12-06T03:58:19.369Z,CUST-4,fraud
ORD-2038,33333,2025-10-12T03:58:19.369Z,CUST-4,fraud
ORD-2039,2000,2025-07-17T03:58:19.369Z,CUST-4,fraud
ORD-2040,12345,2025-08-26T03:58:19.369Z,CUST-8,fraud
ORD-2041,29999,2025-09-25T03:58:19.369Z,CUST-4,fraud
ORD-2042,25000,2025-12-05T03:58:19.369Z,CUST-6,fraud
ORD-2043,2000,2025-12-31T03:58:19.369Z,CUST-8,fraud
ORD-2044,29999,2025-09-17T03:58:19.369Z,CUST-7,fraud
ORD-2045,20000,2025-12-25T03:58:19.369Z,CUST-4,fraud
ORD-2046,15000,2025-07-14T03:58:19.369Z,CUST-5,fraud
ORD-2047,11111,2025-12-16T03:58:19.369Z,CUST-5,fraud
ORD-2048,22222,2025-11-25T03:58:19.369Z,CUST-6,fraud
ORD-2049,18000,2025-10-23T03:58:19.369Z,CUST-4,fraud
ORD-2050,2000,2025-09-01T03:58:19.369Z,CUST-1,fraud
ORD-2051,11111,2025-07-30T03:58:19.369Z,CUST-1,fraud
ORD-2052,15000,2025-11-27T03:58:19.369Z,CUST-5,fraud
ORD-2053,19999,2025-09-26T03:58:19.369Z,CUST-7,fraud
ORD-2054,15000,2025-08-12T03:58:19.369Z,CUST-7,fraud
ORD-2055,29999,2025-09-07T03:58:19.369Z,CUST-5,fraud
ORD-2056,22222,2025-10-29T03:58:19.369Z,CUST-8,fraud
ORD-2057,15000,2025-07-19T03:58:19.369Z,CUST-3,fraud
ORD-2058,25000,2025-10-01T03:58:19.369Z,CUST-4,fraud
ORD-2059,22222,2025-08-07T03:58:19.369Z,CUST-8,fraud
ORD-2060,33333,2025-09-14T03:58:19.369Z,CUST-7,fraud
ORD-2061,15000,2025-12-07T03:58:19.369Z,CUST-8,fraud
ORD-2062,11111,2025-07-30T03:58:19.369Z,CUST-2,fraud
ORD-2063,9999,2025-10-30T03:58:19.369Z,CUST-6,fraud
ORD-2064,18000,2025-09-06T03:58:19.369Z,CUST-6,fraud
ORD-2065,2000,2025-10-08T03:58:19.369Z,CUST-1,fraud
ORD-2066,12345,2025-10-17T03:58:19.369Z,CUST-1,fraud
ORD-2067,9999,2025-08-27T03:58:19.369Z,CUST-5,fraud
ORD-2068,15000,2025-08-16T03:58:19.369Z,CUST-7,fraud
ORD-2069,25000,2025-09-30T03:58:19.369Z,CUST-7,fraud
ORD-2070,5000,2025-09-16T03:58:19.369Z,CUST-2,fraud
ORD-2071,15000,2025-07-29T03:58:19.369Z,CUST-3,fraud
ORD-2072,2000,2025-12-21T03:58:19.369Z,CUST-8,fraud
ORD-2073,10000,2025-09-30T03:58:19.369Z,CUST-8,fraud
ORD-2074,25000,2025-11-28T03:58:19.369Z,CUST-3,fraud
ORD-2075,2000,2025-12-10T03:58:19.369Z,CUST-6,fraud
ORD-2076,29999,2025-09-17T03:58:19.369Z,CUST-5,fraud
ORD-2077,5000,2025-08-28T03:58:19.369Z,CUST-2,fraud
ORD-2078,33333,2025-07-29T03:58:19.369Z,CUST-3,fraud
ORD-2079,15000,2025-12-05T03:58:19.369Z,CUST-2,fraud
ORD-2080,10000,2025-09-05T03:58:19.369Z,CUST-2,fraud
ORD-2081,5000,2025-09-05T03:58:19.369Z,CUST-7,fraud
ORD-2082,5000,2025-09-09T03:58:19.369Z,CUST-4,fraud
ORD-2083,12345,2025-10-28T03:58:19.369Z,CUST-7,fraud
ORD-2084,11111,2026-01-08T03:58:19.369Z,CUST-7,fraud
ORD-2085,1000,2025-08-16T03:58:19.369Z,CUST-1,fraud
ORD-2086,33333,2025-11-05T03:58:19.369Z,CUST-3,fraud
ORD-2087,18000,2025-07-25T03:58:19.369Z,CUST-3,fraud
ORD-2088,18000,2025-07-30T03:58:19.369Z,CUST-8,fraud
ORD-2089,20000,2025-10-29T03:58:19.369Z,CUST-6,fraud
ORD-2090,18000,2025-11-20T03:58:19.369Z,CUST-2,fraud
ORD-2091,2000,2025-12-20T03:58:19.369Z,CUST-7,fraud
ORD-2092,12345,2025-09-10T03:58:19.369Z,CUST-3,fraud
ORD-2093,29999,2025-12-24T03:58:19.369Z,CUST-1,fraud
ORD-2094,22222,2025-09-07T03:58:19.369Z,CUST-7,fraud
ORD-2095,19999,2025-08-29T03:58:19.369Z,CUST-3,fraud
ORD-2096,29999,2025-12-25T03:58:19.369Z,CUST-6,fraud
ORD-2097,1000,2025-10-13T03:58:19.369Z,CUST-4,fraud
ORD-2098,15000,2025-12-30T03:58:19.369Z,CUST-1,fraud
ORD-2099,12345,2025-12-09T03:58:19.369Z,CUST-5,fraud
